ITTER107,Territorio,TIPO_DATO15,Tipo di indicatore demografico,SEXISTAT1,Sesso,ETA1,Età,STATCIV2,Stato civile,TIME,Seleziona periodo,Value
71059,Vico del Gargano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,3660
71060,Vieste,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6807
74020,Villa Castelli,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4518
71061,Volturara Appula,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,182
71062,Volturino,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,788
71064,Zapponeta,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1717
75094,Zollino,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,902
71054,Stornara,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2863
75021,Collepasso,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2786
75098,Presicce-Acquarica,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4584
